"postcode","area06","geocentx","geocenty"
"2157",0.00514231452497,150.989013391254,-33.5912046064549
"2158",0.00374724945328,151.033857036556,-33.6770700475744
"2159",0.0200362421467,151.0788130984,-33.5577861317207
"2160",0.000828799291208,150.983197928548,-33.836120129121
"2161",0.00130941398195,150.980891563245,-33.8574372072903
"2162",0.000535441089629,151.004414606661,-33.8825975536356
"2163",0.000720237477197,150.978123321175,-33.8862670532719
"2164",0.00193115973711,150.916050001739,-33.8448325570326
"2165",0.00103402659034,150.945259664170,-33.8701019094854
"2166",0.00144869852404,150.938518437015,-33.8928408305633
"2167",0.000931285550944,150.887596309431,-33.9739202805312
"2168",0.00128552085427,150.876097725955,-33.9136611839968
"2170",0.00531921410985,150.912182396951,-33.933999646376
"2171",0.00206797096365,150.840671060522,-33.9188212218900
"2172",0.000484138354307,150.980264345295,-33.9666042056711
"2173",0.0063875128232,150.939869219813,-33.9940174843252
"2174",0.00026682140164,150.859753631066,-33.9752707258361
"2175",0.00256530620829,150.849376800465,-33.8448571693552
"2176",0.00157598447691,150.889371521541,-33.8712568845391
"2177",0.000522009867321,150.881313989513,-33.8923553315142
"2178",0.00503171298162,150.794477696011,-33.8591389424321
"2179",0.00382493742539,150.806125560426,-33.936450947581
"2190",0.000977506420534,151.056067668996,-33.8997543615037
"2191",0.00027454693457,151.081007775766,-33.9019857290946
"2192",0.000275017307748,151.089724004547,-33.9191351200514
"2193",0.000401621114798,151.120606129116,-33.9087626457749
"2194",0.000366830448844,151.103147926322,-33.9136310862069
"2195",0.000314845489969,151.074723601829,-33.9205823460273
"2196",0.000791340907446,151.059899235059,-33.9313251546999
"2197",0.000276020547928,150.997850326257,-33.899865853466
"2198",0.000625141032979,150.987345167775,-33.9156093459662
"2199",0.000543425531786,151.022299811350,-33.9020949471913
"2200",0.00110955434642,151.02306795037,-33.9224174082488
"2203",0.000202607536508,151.139536833309,-33.9040575672334
"2204",0.000569051948346,151.155723467597,-33.9112267104829
"2205",0.000488139665489,151.145602289857,-33.9369203338598
"2206",0.000543151821807,151.127502820772,-33.9247104783306
"2207",0.000657441605318,151.119876701174,-33.9487141666092
"2208",0.000384109586475,151.099729787766,-33.9388709271869
"2209",0.000458111987351,151.07832209476,-33.9473428899547
"2210",0.00103417007931,151.052212858228,-33.9639342475535
"2211",0.000700156124689,151.032585124332,-33.9558456752298
"2212",0.000578186579194,151.0147644466,-33.9497994700038
"2213",0.000982269101677,150.999692649780,-33.9625447892024
"2214",0.000547077519657,150.982013017055,-33.9391531254436
"2216",0.000837355757953,151.156460336297,-33.9498522487594
"2217",0.00060530132522,151.137301615424,-33.9735916479098
"2218",0.000255162821274,151.119713938061,-33.9713950183423
"2219",0.000367394500984,151.135854906035,-33.9944068263469
"2220",0.000503412204195,151.099126483359,-33.9642135010717
"2221",0.000529801067246,151.106286480401,-33.9863237538233
"2222",0.000219975291818,151.087016575220,-33.9641707818558
"2223",0.000706972446643,151.074098137259,-33.9768966084474
"2224",0.000476477712946,151.102289797779,-34.0143051645761
"2225",0.000197935748148,151.080309476030,-34.003301232858
"2226",0.000425137319266,151.062941560844,-34.0095729805042
"2227",0.000426181898161,151.086500292865,-34.0418556407268
"2228",0.000608936519175,151.103879550904,-34.0356598687529
"2229",0.00104009645951,151.122832090326,-34.0452187638391
"2230",0.000946401013369,151.147012580729,-34.0604328766874
"2231",0.00188095897562,151.195445463152,-34.023120934889
"2232",0.0105175190804,151.083174972123,-34.1060305263454
"2233",0.0061913594317,151.024192966453,-34.0887859979663
"2234",0.00976857935173,150.980729387668,-34.0600172748848
"2250",0.0655567499107,151.228193453271,-33.3231802285051
"2251",0.00497582564542,151.396640835354,-33.4809123714069
"2256",0.00128552469995,151.311681217564,-33.5007543613285
"2257",0.0021601189133,151.342317208149,-33.5169605399759
"2258",0.00699048373122,151.349911645107,-33.3380666749882
"2259",0.0545549557979,151.386177459572,-33.1934050242004
"2260",0.00222431216076,151.438898649587,-33.4262162527125
"2261",0.00388689216327,151.472159916373,-33.3549039517465
"2262",0.00203103737486,151.537409662457,-33.2152640853834
"2263",0.00161565825027,151.536408326718,-33.2634287239701
"2264",0.0102452398967,151.464199798699,-33.1161540402689
"2265",0.0155602958276,151.438296824416,-33.042719908475
"2267",0.000410507201295,151.583050342083,-33.0686971184667
"2278",0.00544019712181,151.552550559532,-32.9510899693494
"2280",0.00229068808515,151.660759512182,-33.0288493008166
"2281",0.00284755331573,151.630274229151,-33.1187321251010
"2282",0.00123870002076,151.652995115636,-32.9766176898972
"2283",0.00689151072965,151.55998044122,-33.0175792677590
"2284",0.0011524555985,151.615293262769,-32.9620380173432
"2285",0.00250075015501,151.640477901389,-32.9342933991997
"2286",0.00387977788332,151.577355552259,-32.9010333136426
"2287",0.00302044367373,151.656192375639,-32.897039788043
"2289",0.00103234924655,151.707261444707,-32.9444771577451
"2290",0.00383938801348,151.699414847140,-32.9870640791001
"2291",0.000674255739983,151.744471988046,-32.9471178140148
"2292",0.000278620011228,151.732869691176,-32.9208604963345
"2293",0.000126790848302,151.756324119854,-32.9160672391296
"2294",0.000139280402877,151.767062785466,-32.9147260566559
"2295",0.000556233592164,151.793944163055,-32.8879609049671
"2296",8.28553225957e-05,151.746743685057,-32.9130298892768
"2297",6.69751239145e-05,151.752578730466,-32.9071474646651
"2298",0.000407969490358,151.721524335297,-32.9044120580726
"2299",0.000514917190322,151.702359120189,-32.9089094499648
"2300",0.0003719604825,151.775425091225,-32.9310138539975
"2302",4.00868782993e-05,151.761452328547,-32.9270260234023
"2303",0.000335234622614,151.746534136186,-32.9279373910302
"2304",0.00385088505757,151.739186828127,-32.8727255698811
"2305",0.000710227496877,151.703108136419,-32.9280077555433
"2306",0.000154862082868,151.682206368906,-32.9927028007876
"2307",0.00083971789864,151.693697763957,-32.8819039196796
"2311",0.0787197227761,151.476198379859,-32.2662382610999
"2312",0.000196598889821,152.388231410627,-32.098153620551
"2315",0.00174959316829,152.151336583404,-32.729823588913
"2316",0.000595390736588,152.099589640309,-32.7821033873055
"2317",0.000294713777396,152.071842186201,-32.7158015839623
"2318",0.0293734819101,151.920269229873,-32.7829098314332
"2319",0.00105015644913,152.017092873109,-32.7332313075382
"2320",0.0119466398899,151.537281257647,-32.7164215303185
"2321",0.0301676619096,151.672239636648,-32.6766429963353
"2322",0.0151129950305,151.637065662585,-32.82249923481
"2323",0.00900527010979,151.518846453969,-32.8707919852064
"2324",0.0602773464041,151.995478118185,-32.6462404354735
"2325",0.0883018718655,151.275808047367,-32.9386472773668
"2326",0.00586786659791,151.455446645457,-32.7909836040712
"2327",0.000734532275622,151.482347320814,-32.8182885069138
"2328",0.173907251108,150.517635760138,-32.5657720809634
"2329",0.380864669668,150.127868354290,-32.0310774382539
"2330",0.497562622181,150.950016433721,-32.6992826835368
"2331",0.0111119437039,151.189676519603,-32.6895027647164
"2333",0.15246127479,150.758369817236,-32.2965718619088
"2334",0.0372913087403,151.394272840411,-32.7204671338569
"2335",0.0179389274642,151.304592160548,-32.6483752619501
"2336",0.0695306690851,151.135750892398,-32.1023428657219
"2337",0.315612305875,151.047251846114,-31.9023976495595
"2338",0.0891477007739,150.998358303575,-31.7602121756887
"2339",0.0662605001662,150.659100249686,-31.7139180530164
"2340",0.290719349866,151.027496439776,-31.2744096511893
"2341",0.00033696424078,150.649154338122,-31.3493589199821
"2342",0.0452755154461,150.660185815979,-31.2612691609728
"2343",0.452114637974,150.254713171583,-31.5365595158426
"2344",0.0378097952027,150.823938433402,-31.2239077269531
"2345",0.032684994142,150.783486841164,-30.8951248684679
"2346",0.243624238337,150.843744282131,-30.6883900929833
"2347",0.28751691153,150.575371742708,-30.3199542076066
"2350",0.47723843682,151.983223356304,-30.5059714748877
"2352",0.0719418237922,151.256408447614,-31.1737699763922
"2353",0.0199322027816,151.104611605454,-30.9813143524919
"2354",0.641146238596,151.75037852804,-31.1411217432006
"2355",0.0170346811664,151.123204215801,-30.7967153105193
"2356",0.0946107444943,149.001456533385,-30.4780034903119
"2357",0.25858997409,149.303805577557,-31.3108065343294
"2358",0.24313360502,151.315558200525,-30.5271776743058
"2359",0.117828587792,150.986217242005,-30.0845940417813
"2360",0.383627432821,151.050631355592,-29.5195203656465
"2361",0.218316301202,151.141394770808,-29.1473748825117
"2365",0.307011963484,151.715177737818,-30.1117462126621
"2369",0.0691390437121,151.378553159592,-29.9383261857604
"2370",0.397596746607,151.928405599941,-29.6869719735543
"2371",0.166234724737,151.742602894640,-29.3790947404134
"2372",0.420505841275,151.995010343771,-29.0278803669766
"2379",0.193722551625,149.826513303252,-31.1685917410902
"2380",0.3194051725,150.253772510335,-30.9907812337418
"2381",0.0309472401931,150.485732904446,-31.241520578879
"2382",0.169708821639,150.080188345643,-30.6556814937322
"2386",7.80893125313e-05,148.966229895509,-30.1022758449063
"2387",0.215826988324,148.839814275296,-29.8235181615891
"2388",0.60965814495,149.205117336809,-30.2784804975227
"2390",0.40508804893,149.777632689994,-30.4042969068496
"2395",0.107083541403,149.385545474420,-31.6582798122258
"2396",0.220184513891,149.114184743063,-30.9239067087401
"2397",0.156563030964,149.930165259859,-29.9695507457525
"2399",0.0855181086845,150.126513422759,-29.5460885292837
"2400",0.852275402134,149.587776947782,-29.3965066335695
"2401",0.0355326074572,150.315805662261,-29.6377048146321
"2402",0.17402297643,150.595665531151,-29.4699679282915
"2403",0.0296619637342,150.779715792488,-29.6446999767127
"2404",0.219096992412,150.525012345166,-29.9421691704176
"2405",0.328910951951,149.549089718784,-29.0101329377879
"2406",0.267220047223,149.124344317959,-28.9956487163857
"2408",0.228462278001,150.466692420500,-29.0713962862743
"2409",0.129924413057,150.161302097816,-28.7035773122974
"2410",0.000150570161338,150.777787206234,-28.9041806970402
"2411",0.0571022742314,150.306543015243,-29.2298456277525
"2415",0.00712793968052,151.948643101225,-32.2992688944398
"2420",0.115339200208,151.702164216141,-32.3707108587987
"2421",0.0170047800247,151.537177859487,-32.5431812041997
"2422",0.314335007302,151.796581767213,-31.9361558083047
"2423",0.112659529106,152.27005735584,-32.3649194817092
"2424",0.0649972562845,151.963414959905,-31.6371130819137
"2425",0.098953235449,152.014145752216,-32.3949685281873
"2426",0.00239076871942,152.606843900928,-31.8047980304589
"2427",0.016256864793,152.697870721804,-31.8023476205072
"2428",0.0371524261302,152.455886637843,-32.2335300702009
"2429",0.197769041091,152.259618779882,-31.7782798449819
"2430",0.0904835148868,152.475759102742,-31.9029251219113
"2431",0.00779853423571,153.036122665778,-30.9431931154509
"2439",0.0349505737863,152.656729559584,-31.616957429962
"2440",0.304679258535,152.636756348486,-30.9306722223098
"2441",0.0762814641007,152.725603804426,-31.1271753871401
"2443",0.0189483361715,152.678141993640,-31.7130584913433
"2444",0.0277886434355,152.861370599909,-31.389235533662
"2445",0.00112599543515,152.836533782965,-31.570279271731
"2446",0.209643968436,152.440227791330,-31.386073748768
"2447",0.0547606576865,152.793407321787,-30.7407197133967
"2448",0.0157213450442,152.921718377954,-30.5966366180251
"2449",0.0533164495465,152.684596026640,-30.6073704727573
"2450",0.198804793486,152.667085186396,-30.0947353940911
"2452",0.000941691427794,153.090855827554,-30.3579075704919
"2453",0.138624210686,152.644215030266,-30.2251098026872
"2454",0.0942746685695,152.743028818172,-30.4510767720454
"2455",0.00449234861658,152.997011136594,-30.5270156948601
"2456",0.0269282513842,153.159531403306,-30.0295005063150
"2460",0.614357131591,152.758493115559,-29.6239787165502
"2462",0.00717024262328,153.095801270626,-29.6253189633434
"2463",0.0371277499974,153.236826782087,-29.5432769759977
"2464",0.009637190996,153.323041283253,-29.4893059648984
"2465",0.000163263653916,153.244752603619,-29.4242761313872
"2466",0.000408179331405,153.355459872,-29.40424883791
"2469",0.443633829124,152.740331323572,-28.9972274506432
"2470",0.122533275125,152.937175358543,-28.849153263702
"2471",0.03696448344,153.199956150001,-29.0136366451228
"2472",0.0399249117812,153.335100228365,-29.1241197267592
"2473",0.000512448709172,153.435035824333,-29.1177275666417
"2474",0.12373657368,152.911942920099,-28.4786684275014
"2475",0.0500938162273,152.421868045113,-28.5047691164549
"2476",0.0836159897509,152.392518950556,-28.4515748989642
"2477",0.019802105837,153.431441588330,-28.8923020435687
"2478",0.0177368484302,153.524380274793,-28.8503300550199
"2479",0.0142037009187,153.533322428035,-28.7132981919213
"2480",0.132224066632,153.256457478266,-28.7221405169949
"2481",0.00922716700259,153.573316646845,-28.6430021703292
"2482",0.0181598048588,153.43646296027,-28.5638845734284
"2483",0.0167758365985,153.492240098015,-28.4709493037809
"2484",0.0926831699127,153.313467651539,-28.3769678086795
"2485",0.000905221646798,153.519573426758,-28.1804494018774
"2486",0.0115044437856,153.466358039235,-28.2238501101716
"2487",0.00576940595335,153.546306125294,-28.2768358013902
"2488",0.000437199925205,153.568690865478,-28.3225822587985
"2489",0.00083701403853,153.563489343365,-28.3805811966687
"2490",3.663463116e-05,153.463534648439,-28.2735542545371
"2500",0.0023198352842,150.880378138392,-34.430243647889
"2502",0.000997414084224,150.878228863273,-34.4894138867973
"2505",0.000893788735274,150.898109933012,-34.4786652988863
"2506",0.000862184885567,150.846506353029,-34.4762377911516
"2508",0.0287535081078,150.895529406307,-34.2636852776307
"2515",0.00138490089013,150.933193815378,-34.2955056136365
"2516",0.000621691772705,150.907517302717,-34.3295970479334
"2517",0.000929874821633,150.901083472542,-34.3483836158819
"2518",0.0011684197677,150.898668659358,-34.3722509113874
"2519",0.00108350028637,150.882440195552,-34.391876805583
"2525",0.00256422586427,150.834070087251,-34.421503958456
"2526",0.00126669005343,150.831129900314,-34.4496359218713
"2527",0.0121746101018,150.759606692176,-34.5857908492445
"2528",0.0012147963763,150.858106550407,-34.5502017919790
"2529",0.00130857958867,150.844181159727,-34.5752557978800
"2530",0.0239636130291,150.743801061869,-34.4696236907816
"2533",0.0173684578452,150.740859780787,-34.6535837688074
"2534",0.0079846185907,150.789613023391,-34.7340180643269
"2535",0.0222680057502,150.679996741138,-34.7819314454369
"2536",0.0623842225539,150.163704441638,-35.6318960184493
"2537",0.152001987411,149.949528092913,-35.861312805542
"2538",0.0586211605402,150.301827450123,-35.2372846600339
"2539",0.101958381374,150.220008384669,-35.4128004489983
"2540",0.120749247366,150.550139196269,-35.0280491430019
"2541",0.00790349974135,150.616663054219,-34.8544573320343
"2545",0.101772687002,149.832566681289,-36.1058075776647
"2546",0.0377972813018,150.007542635486,-36.2613671115143
"2548",0.00264236078348,149.907515204309,-36.8910900155281
"2549",0.0265544018688,149.833759264425,-36.9353813148977
"2550",0.488132980347,149.682898732983,-36.7266736103942
"2551",0.116247358987,149.829980555758,-37.2189775930457
"2555",0.00252930406705,150.731468261457,-33.8873396578821
"2556",0.00183585295597,150.728307755221,-33.9229919949738
"2557",0.00535033257299,150.763396971151,-33.9747868277322
"2558",0.000826989404212,150.803710373525,-34.029425706568
"2559",0.000457805745161,150.798585057398,-34.0493282277567
"2560",0.035815129557,150.834739070762,-34.149598923863
"2563",6.98662185662e-05,150.748518324020,-34.1020713876494
"2564",0.000877816121703,150.894111697456,-33.9964636249367
"2565",0.00323990355902,150.839698838049,-33.9915658685102
"2566",0.00219893010065,150.848224161213,-34.0269226674288
"2567",0.00261838495943,150.753371744346,-34.0473551260879
"2568",0.00167650454012,150.699832859347,-34.1538802370969
"2569",0.0118773541879,150.736805341383,-34.2007111173017
"2570",0.0861061365218,150.429492685564,-34.1241348128444
"2571",0.0207526849113,150.653241339151,-34.2289856029617
"2572",0.0100607466795,150.518963590694,-34.1961215473833
"2573",0.00125598547102,150.599229442937,-34.2278117157662
"2574",0.00709172971499,150.594890846515,-34.2691294062278
"2575",0.079393440896,150.322645199459,-34.3360696160454
"2576",0.0485091883554,150.581088320423,-34.4497997021925
"2577",0.246680394168,150.309872185536,-34.7227410142141
"2578",0.000734122539644,150.298509468966,-34.6526285745738
"2579",0.0633185035498,150.106930785397,-34.7008123851847
"2580",0.593583239311,149.767565686681,-34.6535233815444
"2581",0.206760438185,149.245881444215,-34.7543569204260
"2582",0.297935926409,148.805702179337,-34.9080386842373
"2583",0.320385537176,149.281831749637,-34.1929161814716
"2584",0.000137713729675,148.633090264248,-34.6731638933677
"2585",0.0244105392356,148.471155679855,-34.6310855433631
"2586",0.202780113525,148.827320654312,-34.3628297963371
"2587",0.158928014753,148.396445389801,-34.6095862606429
"2588",0.000119864322647,148.160260796104,-34.5267241510794
"2590",0.194669962159,147.926805729951,-34.6919175832091
"2594",0.23338233969,148.110409527729,-34.2690065384713
"2618",0.03486033395,148.913660889360,-35.1906042238478
"2619",0.000726252945777,149.204352935437,-35.3860332338357
"2620",0.298616698514,149.127451301322,-35.5713773789244
"2621",0.169307558444,149.413682825439,-35.5492963266686
"2622",0.329888940042,149.770204165351,-35.4771470841429
"2623",0.000298234618336,149.448529826484,-35.5859833546107
"2624",0.102588063182,148.388134947784,-36.6076804118284
"2625",0.000108152103097,148.305826317347,-36.5033749396773
"2626",0.000119592390178,149.146679258329,-35.9554702307610
"2627",0.063627397957,148.591668651654,-36.5489202473002
"2628",0.0495151039961,148.750331056656,-36.3718140109209
"2629",0.0871249889677,148.659406544819,-35.9049771974698
"2630",0.593746578144,148.985221121740,-36.2254136347304
"2631",0.082185326205,149.209053658679,-36.4875300021463
"2632",0.398602126505,149.04033675505,-36.8834654845183
"2633",0.000229431379337,148.941145983108,-37.0441775796702
"2640",0.0191523167235,147.002534825122,-36.0351357615716
"2641",0.00694513918518,146.882308459881,-36.0441161032807
"2642",0.317571613821,147.491270854361,-36.0731234882815
"2643",0.0152175193555,146.622888289454,-35.9567825815353
"2644",0.288945875986,147.455683007832,-35.7648751747731
"2645",0.142205780909,146.307675134207,-35.2702134755387
"2646",0.254254647264,146.308316456119,-35.6968679985668
"2647",0.0943487962288,146.001718376476,-35.8758235554462
"2648",2.27686962006,142.214253261994,-33.4922659087661
"2650",0.23953927804,147.410250869256,-35.1127443893562
"2651",0.000500580235819,147.466213303661,-35.1587840749371
"2652",0.565624797044,147.066357927579,-35.0067874204507
"2653",0.254286119933,148.136632012284,-35.8876938662411
"2655",0.0237660480438,147.126776838345,-35.3675432187192
"2656",0.180427724467,146.757043286358,-35.3342122262353
"2658",0.0959644192025,147.010305298875,-35.5296380435989
"2659",0.0476423795275,146.84706751825,-35.6872733328584
"2660",0.0234774090828,147.137918607418,-35.6763720255663
"2663",0.00215841935957,147.585952890023,-34.8707891225204
"2665",0.398737238879,146.899118356015,-34.2863430978321
"2666",0.276271523292,147.552714993846,-34.4452888510281
"2668",0.0495927484262,147.458523451287,-34.0686688260404
"2669",0.846901641363,146.526294685199,-33.7780486960297
"2671",0.261750280825,147.278010069783,-33.7033772587756
"2672",0.234773849479,146.431287262251,-33.312872343577
"2675",0.744455445229,145.302046330189,-33.4777439299630
"2680",0.309328303271,145.826004062528,-34.2990447821685
"2681",0.0112977865367,146.164761804108,-34.1998519705248
"2700",0.381897094134,146.176509446683,-34.9138516334374
"2701",0.055305023619,147.208148516057,-34.7102205480164
"2702",0.0834848101941,147.037400143166,-34.8043747864984
"2703",0.0211266103481,146.381998051672,-34.6569267555620
"2705",0.0733080326358,146.324714787844,-34.5003348083271
"2706",0.0204689920105,146.134223546424,-34.5190993753919
"2707",0.142393823287,145.955977547614,-34.733564491847
"2710",0.945402803035,144.820123707826,-35.3251025353439
"2711",2.19652218061,144.673207715782,-34.1481477193209
"2712",0.0569673164094,145.838505364195,-35.7250423984827
"2713",0.0264434401791,145.551767217681,-35.6129477031752
"2714",0.0675885690416,145.590950065918,-35.7529472982489
"2715",1.15564853168,143.491717696203,-33.9146107660987
"2716",0.412180961802,145.571811606088,-35.2470033785437
"2717",0.0253000353367,142.013470180798,-34.0634214660936
"2720",0.231751232551,148.408897791446,-35.4950061424138
"2721",0.0354664686524,147.663386503812,-34.0243632238801
"2722",0.131767410115,148.085962777905,-35.006543238542
"2725",0.000303175814617,147.879806035457,-34.4951974846878
"2726",0.000327822114375,148.341400036881,-34.8204191288774
"2727",0.0914418054157,148.359976261171,-35.0044977647304
"2729",0.107191594238,148.004139968688,-35.2633183781797
"2730",0.0536709106999,148.0355932584,-35.4864121704109
"2731",0.165752138283,144.615147147353,-35.8508272835695
"2732",0.159856013914,144.180870555159,-35.4660419610447
"2733",0.416280687398,143.896400990684,-34.8980313637157
"2734",0.0674822942612,143.411626875595,-34.7412846276839
